Gender,Year,Shelter,Canteen_Usage,Weekly_Income,Foodspend%,Nutritional_consciousness, Usually_prefer_for_breakfast, Usually_prefer_for_Lunch, Usually_prefer_for_Dinner,DigitPayUsageCanteens,Convenience,Enhancements,Canteen_cleanliness_importance,University_canteen_sanitation,Cleanliness_rate_in_Base canteen,Cleanliness_rate_in_Gym_canteen,Cleanliness_rate_in_Staff_canteen,Cleanliness_rate_in_hilton_canteen,Cleanliness_rate_in_Din&sons_canteen,Cleanliness_rate_in_Helabojunhala_canteen,Cleanliness_rate_in_kirihala_canteen,Cleanliness_rate_in_staffJuicebar,Cleanliness_rate_in_GymJuicebar,Canteen_sanitation_issues ,Canteen_portion_sizes,Canteen_food_waste,Main_reason,Agree_on_portion_customization,Waste_management_rate_in_Basecanteen,Waste_management_rate_in_Gymcanteen,Waste_management_rate_in_Staffcanteen,Waste_management_rate_in_hiltoncanteen,Waste_management_rate_in_Don&sonscanteen,Waste_management_rate_in_Hela_bojun_hala_canteen,Waste_management_rate_in_kirihalacanteen,Waste_management_rate_in_staffJuicebar,Waste_management_rate_in_GymJuicebar,Most_visited_canteen,Base_Canteen_visits,Gym_Canteen_visits,Staff_Canteen_visits,Hilton_Canteen_visits,Don&Son's_shop_visits,Hela_Bojun_Hala_visits,Kiri Hala_Canteen_visits,JuiceBarI(in Gym)_visits,JuicebarII(in Staff)_visits,Factor_Food_Quality,Factor_Price,Factor_Service_Speed,Factor_Cleanliness,Factor_Beverage_Options,Factor_Seating_Availability,BaseCanteen_OverallSatisfaction,GymCanteen_OverallSatisfaction,StaffCanteen_OverallSatisfaction,HiltonCanteen_OverallSatisfaction,Don&Son'sshop_OverallSatisfaction,HelaBojunHala_OverallSatisfaction,KiriHalaCanteen_OverallSatisfaction,JuiceBarI(in Gym)_OverallSatisfaction,JuicebarII(in Staff)_OverallSatisfaction
Female,First Year,Campus Hostels,Never,Less than Rs.2000,0 - 20,2 - Slightly important,1,1,1,Occasionally,1 - Not Convenient,Meal subscription plans;Discounts or rewards for digital payments,4 - Convenient,Very Dissatisfied,1,2,2,1,2,2,1,2,2,Poor food handling practices;Lack of waste disposal bins,Just right,Never,The portion size is too large,Strongly Disagree,1,2,2,1,2,2,1,1,3,Base canteen󠇯,Never,Rarely,Rarely,Occasionally,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Staff Canteen,Gym Canteen,Gym Canteen,Gym Canteen,Staff Canteen,Staff Canteen,1,2,2,3,4,3,3,4,4
Male,Third Year,Bording/Apartment,Daily,Less than Rs.2000,40 - 60,1 - Not important,5,2,2,Never,1 - Not Convenient,Discounts or rewards for digital payments,5 - Very important,Dissatisfied,3,3,4,2,5,2,3,3,3,Unclean seating areas,Just right,Sometimes,I didn't like the taste,Agree,1,1,1,1,1,1,1,1,1,Base canteen󠇯,Daily,Occasionally,Rarely,Rarely,Never,Never,Never,Occasionally,Frequently,Staff Canteen,Base Canteen,Base Canteen,Staff Canteen,Juice bar II (in Staff),Base Canteen,4,3,3,2,3,2,3,4,4
Female,Third Year,Bording/Apartment,Daily,Rs.3000 - Rs.4000,60 - 80,1 - Not important,5,2,3,Never,5 - Very Convenient,Discounts or rewards for digital payments,4 - Convenient,Dissatisfied,3,2,2,2,2,3,3,3,3,Unclean seating areas,Slightly too small,Sometimes,I didn't like the taste,Strongly Agree,3,2,2,2,2,3,3,3,3,Base canteen󠇯,Daily,Occasionally,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Base Canteen,Base Canteen,Base Canteen,Juice Bar I (in Gym),Juice Bar I (in Gym),Base Canteen,3,2,2,2,2,3,3,3,3
Female,Third Year,Bording/Apartment,Frequently,Rs.3000 - Rs.4000,80 - 100,4 - Important,1,2,2,Never,3 - Moderately Convenient,Meal subscription plans,5 - Very important,Very Dissatisfied,1,1,1,1,2,2,3,3,2,Unclean equipment,Just right,Sometimes,I didn't like the taste,Agree,2,2,2,2,3,3,3,3,2,Base canteen󠇯,Daily,Occasionally,Never,Rarely,Never,Never,Never,Frequently,Never,Juice Bar I (in Gym),Juice Bar I (in Gym),Juice Bar I (in Gym),Juice Bar I (in Gym),Juice Bar I (in Gym),Gym Canteen,2,2,1,1,3,3,3,4,1
Female,Third Year,Campus Hostels,Daily,Rs.4000 - Rs.5000,40 - 60,3 - Moderately important,1,5,2,Occasionally,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,3,2,3,3,4,4,3,3,3,Unclean seating areas,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Occasionally,Occasionally,Rarely,Rarely,Rarely,Never,Occasionally,Occasionally,Hela Bojun Hala,Gym Canteen,Base Canteen,Don & Son's shop,Base Canteen,Base Canteen,4,2,3,3,3,3,3,4,4
Female,Third Year,Bording/Apartment,Frequently,Rs.2000 - Rs.3000,60 - 80,4 - Important,2,3,4,Never,3 - Moderately Convenient,None,5 - Very important,Neutral,3,3,3,3,4,4,4,4,4,Lack of waste disposal bins,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Hela Bojun Hala󠇯,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Hela Bojun Hala,Hela Bojun Hala,Kiri Hala,Kiri Hala,Juice Bar I (in Gym),Staff Canteen,3,3,3,3,4,4,4,4,4
Female,Third Year,Bording/Apartment,Frequently,Less than Rs.2000,60 - 80,3 - Moderately important,2,2,3,Never,2 - Slightly Convenient,None,5 - Very important,Neutral,3,3,3,3,3,3,3,3,3,Unclean seating areas,Just right,Never,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Frequently,Frequently,Rarely,Never,Never,Never,Frequently,Occasionally,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,5,4,4,4,2,2,2,2,2
Female,Third Year,At Home,Rarely,Less than Rs.2000,0 - 20,3 - Moderately important,2,2,5,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,3,3,3,3,3,3,3,3,3,Unclean seating areas,Much too small,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Frequently,Occasionally,Rarely,Rarely,Never,Never,Never,Rarely,Never,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,3,3,3,3,3,3,4,3
Male,Third Year,Campus Hostels,Frequently,Above Rs.5000,40 - 60,4 - Important,2,3,2,Never,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,5,4,4,4,4,4,5,Unclean seating areas,Just right,Rarely,I didn't like the taste,Agree,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Staff Canteen,Base Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,4,4,5,4,4,4,4,4,4
Male,Third Year,Bording/Apartment,Frequently,Above Rs.5000,80 - 100,3 - Moderately important,1,2,1,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Satisfied,4,3,3,3,3,4,4,3,4,Unclean equipment,Slightly too small,Sometimes,I didn't like the taste,Disagree,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Frequently,Occasionally,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Frequently,Staff Canteen,Base Canteen,Staff Canteen,Base Canteen,Base Canteen,Base Canteen,4,3,4,3,3,3,3,3,4
Male,First Year,Bording/Apartment,Daily,Rs.2000 - Rs.3000,80 - 100,3 - Moderately important,2,2,2,Never,2 - Slightly Convenient,Discounts or rewards for digital payments,4 - Convenient,Satisfied,4,4,3,2,2,2,2,1,1,Unclean seating areas,Slightly too small,Rarely,I didn't like the taste,Agree,3,3,3,3,3,3,3,3,3,Hilton canteen󠇯,Rarely,Rarely,Frequently,Daily,Never,Never,Rarely,Rarely,Frequently,Staff Canteen,Hilton Canteen,Hilton Canteen,Staff Canteen,Juice bar II (in Staff),Base Canteen,2,3,3,4,3,3,3,4,4
Male,Third Year,Bording/Apartment,Frequently,Less than Rs.2000,60 - 80,2 - Slightly important,1,2,2,Never,2 - Slightly Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Dissatisfied,4,1,4,4,4,4,4,4,4,Poor food handling practices,Slightly too small,Rarely,I didn't like the taste,Neutral,3,4,3,3,3,3,3,3,3,Base canteen󠇯,Frequently,Frequently,Rarely,Occasionally,Never,Occasionally,Occasionally,Occasionally,Occasionally,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Hilton Canteen,4,1,3,4,3,4,4,4,4
Female,Third Year,Bording/Apartment,Frequently,Rs.2000 - Rs.3000,80 - 100,2 - Slightly important,2,2,1,Never,3 - Moderately Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Neutral,3,3,3,3,4,4,4,4,4,Unclean seating areas,Just right,Sometimes,I didn't like the taste,Agree,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Occasionally,Occasionally,Occasionally,Never,Rarely,Rarely,Occasionally,Occasionally,Hela Bojun Hala,Base Canteen,Hela Bojun Hala,Hilton Canteen,Juice bar II (in Staff),Base Canteen,4,3,4,4,3,4,4,4,4
Male,Third Year,At Home,Rarely,Less than Rs.2000,40 - 60,3 - Moderately important,1,2,2,Never,2 - Slightly Convenient,Meal subscription plans,3 - Moderately important,Dissatisfied,3,3,3,1,3,3,3,3,3,Other,Slightly too small,Sometimes,The food was not fresh,Disagree,3,2,3,3,2,3,3,2,3,Staff canteen󠇯,Never,Rarely,Rarely,Occasionally,Rarely,Occasionally,Rarely,Rarely,Occasionally,Base Canteen,Gym Canteen,Gym Canteen,Staff Canteen,Gym Canteen,Gym Canteen,2,2,3,2,3,3,2,3,3
Female,Third Year,Campus Hostels,Frequently,Rs.4000 - Rs.5000,60 - 80,4 - Important,2,2,4,Never,3 - Moderately Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Neutral,3,2,4,1,4,4,3,4,4,Unclean seating areas,Slightly too large,Rarely,I didn't like the taste,Agree,2,2,3,2,4,4,4,5,5,Base canteen󠇯,Frequently,Rarely,Frequently,Rarely,Never,Rarely,Rarely,Occasionally,Rarely,Staff Canteen,Base Canteen,Gym Canteen,Hela Bojun Hala,Juice Bar I (in Gym),Gym Canteen,3,2,3,1,3,4,3,3,3
Male,Second Year,Campus Hostels,Frequently,Rs.4000 - Rs.5000,40 - 60,5 - Very important,3,1,1,Frequently,5 - Very Convenient,Meal subscription plans,5 - Very important,Neutral,3,3,4,2,4,4,4,5,5,Other,Just right,Rarely,The food was not fresh,Neutral,3,3,3,3,3,3,3,3,3,Hela Bojun Hala󠇯,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Hela Bojun Hala,Base Canteen,Staff Canteen,Staff Canteen,Juice Bar I (in Gym),Gym Canteen,3,3,4,3,4,4,4,5,5
Female,Third Year,Bording/Apartment,Occasionally,Less than Rs.2000,60 - 80,2 - Slightly important,1,2,2,Never,1 - Not Convenient,None,4 - Convenient,Dissatisfied,4,3,3,4,5,5,4,5,5,Unclean seating areas,Just right,Sometimes,I didn't like the taste,Strongly Agree,3,3,3,3,3,3,3,3,3,Kiri Hala󠇯,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Don & Son's shop,Gym Canteen,Juice Bar I (in Gym),Juice Bar I (in Gym),Juice Bar I (in Gym),Base Canteen,4,4,4,4,4,4,4,4,4
Female,Third Year,Campus Hostels,Occasionally,Above Rs.5000,40 - 60,1 - Not important,1,2,4,Never,2 - Slightly Convenient,Meal subscription plans,5 - Very important,Satisfied,4,3,4,4,5,4,4,4,5,Unclean seating areas,Much too small,Never,Other,Agree,3,2,3,2,2,3,3,3,3,Base canteen󠇯,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,5,2,3,3,3,3,3,5,5
Female,Third Year,Campus Hostels,Daily,Less than Rs.2000,80 - 100,3 - Moderately important,2,2,3,Frequently,3 - Moderately Convenient,Meal subscription plans,5 - Very important,Neutral,5,4,4,4,4,4,4,5,5,Lack of waste disposal bins,Just right,Rarely,I didn't like the taste,Neutral,3,3,2,3,5,5,5,5,5,Base canteen󠇯,Daily,Frequently,Frequently,Occasionally,Rarely,Never,Occasionally,Frequently,Frequently,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,5,4,4,3,4,2,2,5,4
Male,Third Year,Campus Hostels,Daily,Less than Rs.2000,40 - 60,4 - Important,2,2,2,Occasionally,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,3,3,3,3,3,3,3,3,3,Lack of waste disposal bins,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Staff Canteen,Gym Canteen,Hilton Canteen,Juice Bar I (in Gym),Base Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Male,First Year,Bording/Apartment,Daily,Rs.3000 - Rs.4000,60 - 80,3 - Moderately important,4,2,2,Never,3 - Moderately Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Dissatisfied,2,2,4,3,4,3,3,3,4,Unclean seating areas,Slightly too small,Rarely,I didn't like the taste,Agree,3,2,4,3,4,3,3,3,3,Staff canteen󠇯,Occasionally,Never,Frequently,Occasionally,Rarely,Rarely,Rarely,Never,Occasionally,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,3,2,4,3,3,3,3,2,4
Female,Third Year,Campus Hostels,Daily,Less than Rs.2000,80 - 100,4 - Important,2,3,3,Never,3 - Moderately Convenient,Meal subscription plans,5 - Very important,Neutral,4,3,4,3,4,4,4,4,4,Poor food handling practices,Just right,Rarely,The food was not fresh,Agree,4,3,4,3,4,4,4,4,4,Base canteen󠇯,Daily,Rarely,Occasionally,Rarely,Never,Occasionally,Occasionally,Occasionally,Occasionally,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,3,4,3,4,4,4,4,4
Female,Third Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,20 - 40,3 - Moderately important,1,3,3,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,4 - Convenient,Dissatisfied,3,2,5,2,5,5,3,4,4,Unclean equipment,Slightly too small,Rarely,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Gym canteen󠇯,Frequently,Frequently,Frequently,Never,Never,Frequently,Never,Rarely,Rarely,Hela Bojun Hala,Base Canteen,Hela Bojun Hala,Staff Canteen,Juice Bar I (in Gym),Gym Canteen,3,2,4,1,4,5,3,4,4
Female,Second Year,At Home,Occasionally,Less than Rs.2000,40 - 60,4 - Important,2,2,2,Occasionally,4 - Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,5,4,4,1,5,4,4,4,4,Lack of waste disposal bins,Slightly too small,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Rarely,Rarely,Never,Never,Never,Rarely,Occasionally,Never,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,5,4,4,4,4,4,4,4,4
Female,Second Year,At Home,Daily,Less than Rs.2000,0 - 20,4 - Important,2,2,2,Never,2 - Slightly Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,3,3,2,4,4,3,4,4,Poor food handling practices,Slightly too small,Never,Other,Disagree,5,3,4,2,4,4,3,3,4,Base canteen󠇯,Daily,Rarely,Occasionally,Never,Occasionally,Frequently,Rarely,Frequently,Frequently,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Juice Bar I (in Gym),Base Canteen,5,3,4,3,4,4,3,4,4
Male,Third Year,At Home,Occasionally,Above Rs.5000,40 - 60,3 - Moderately important,4,1,1,Never,3 - Moderately Convenient,Meal subscription plans,5 - Very important,Neutral,3,1,4,2,4,4,3,3,3,Poor food handling practices,Slightly too small,Rarely,I didn't like the taste,Strongly Disagree,3,1,3,1,3,3,3,3,3,Base canteen󠇯,Daily,Frequently,Frequently,Occasionally,Rarely,Frequently,Occasionally,Occasionally,Rarely,Staff Canteen,Base Canteen,Base Canteen,Staff Canteen,Staff Canteen,Base Canteen,4,3,2,2,3,2,3,2,2
Female,Third Year,Campus Hostels,Daily,Rs.2000 - Rs.3000,40 - 60,2 - Slightly important,5,2,2,Never,1 - Not Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,4,4,3,4,4,4,4,4,4,Other,Slightly too small,Sometimes,I didn't like the taste,Neutral,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Frequently,Rarely,Rarely,Never,Rarely,Rarely,Frequently,Rarely,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,3,3,1,3,3,3,3
Female,Third Year,Campus Hostels,Daily,Rs.2000 - Rs.3000,60 - 80,4 - Important,5,2,5,Never,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Neutral,3,3,3,3,4,4,3,4,3,Unclean seating areas,Just right,Sometimes,I didn't like the taste,Strongly Agree,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Frequently,Rarely,Occasionally,Never,Occasionally,Occasionally,Frequently,Rarely,Base Canteen,Gym Canteen,Base Canteen,Hela Bojun Hala,Base Canteen,Base Canteen,4,4,3,3,3,3,3,3,3
Female,Third Year,Campus Hostels,Daily,Less than Rs.2000,40 - 60,4 - Important,2,1,1,Rarely,3 - Moderately Convenient,Discounts or rewards for digital payments,5 - Very important,Very Satisfied,4,4,5,4,4,4,4,5,5,Unclean seating areas,Slightly too large,Rarely,The food was not fresh,Neutral,4,4,5,5,5,5,3,5,5,Base canteen󠇯,Daily,Occasionally,Frequently,Rarely,Rarely,Rarely,Rarely,Frequently,Rarely,Staff Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,5,5,5,5,5,5,5,5,5
Female,Third Year,Campus Hostels,Daily,Rs.2000 - Rs.3000,40 - 60,3 - Moderately important,1,2,2,Never,5 - Very Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,5,4,3,3,4,4,4,5,4,Poor food handling practices,Slightly too small,Sometimes,I didn't like the taste,Neutral,5,3,3,4,4,4,4,5,5,Base canteen󠇯,Daily,Frequently,Rarely,Rarely,Rarely,Occasionally,Frequently,Daily,Frequently,Base Canteen,Gym Canteen,Gym Canteen,Base Canteen,Juice Bar I (in Gym),Gym Canteen,5,4,2,2,3,4,4,5,3
Female,Third Year,Bording/Apartment,Daily,Rs.2000 - Rs.3000,60 - 80,3 - Moderately important,5,2,2,Never,3 - Moderately Convenient,Meal subscription plans,4 - Convenient,Neutral,4,2,3,3,2,4,4,5,5,Unclean seating areas,Just right,Rarely,I didn't like the taste,Agree,4,1,4,4,4,3,4,5,5,Base canteen󠇯,Daily,Occasionally,Rarely,Occasionally,Never,Rarely,Occasionally,Frequently,Frequently,Base Canteen,Gym Canteen,Staff Canteen,Staff Canteen,Juice Bar I (in Gym),Gym Canteen,4,3,4,4,3,3,3,4,4
Male,Third Year,Bording/Apartment,Daily,Less than Rs.2000,40 - 60,1 - Not important,1,2,2,Never,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Very Satisfied,3,1,4,3,5,5,3,3,3,Unclean seating areas,Slightly too small,Sometimes,The food was not fresh,Disagree,3,1,3,3,3,3,3,3,3,Staff canteen󠇯,Daily,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Base Canteen,Base Canteen,Base Canteen,Staff Canteen,Staff Canteen,Staff Canteen,3,3,3,3,3,3,3,3,3
Female,First Year,Campus Hostels,Daily,Less than Rs.2000,60 - 80,1 - Not important,3,1,3,Never,4 - Convenient,Discounts or rewards for digital payments,4 - Convenient,Satisfied,5,3,3,4,3,4,4,3,4,Poor food handling practices,Slightly too small,Rarely,I didn't like the taste,Agree,5,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Rarely,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Never,Frequently,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Juice bar II (in Staff),Base Canteen,5,3,3,3,3,4,4,3,4
Female,Third Year,Campus Hostels,Daily,Rs.2000 - Rs.3000,80 - 100,2 - Slightly important,5,1,3,Never,3 - Moderately Convenient,Meal subscription plans;Discounts or rewards for digital payments,4 - Convenient,Neutral,3,3,4,3,3,3,3,3,3,Other,Slightly too small,Sometimes,I didn't like the taste,Agree,4,4,4,3,3,4,4,3,3,Base canteen󠇯,Frequently,Frequently,Rarely,Never,Never,Rarely,Rarely,Frequently,Occasionally,Staff Canteen,Base Canteen,Gym Canteen,Staff Canteen,Juice bar II (in Staff),Gym Canteen,4,3,5,3,3,4,4,4,5
Female,Third Year,Campus Hostels,Daily,Rs.2000 - Rs.3000,40 - 60,3 - Moderately important,2,2,5,Never,3 - Moderately Convenient,None,5 - Very important,Satisfied,4,3,3,3,3,3,3,4,3,Lack of waste disposal bins,Slightly too small,Sometimes,I didn't like the taste,Disagree,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Base Canteen,Gym Canteen,Gym Canteen,Base Canteen,Base Canteen,Gym Canteen,4,4,4,4,4,4,4,4,4
Female,Third Year,Campus Hostels,Frequently,Less than Rs.2000,80 - 100,4 - Important,3,2,5,Never,2 - Slightly Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,4,3,4,3,3,4,3,4,4,Other,Just right,Rarely,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Frequently,Frequently,Occasionally,Never,Occasionally,Rarely,Occasionally,Occasionally,Base Canteen,Base Canteen,Base Canteen,Staff Canteen,Juice Bar I (in Gym),Base Canteen,4,3,3,3,3,4,3,4,4
Male,Second Year,Bording/Apartment,Rarely,Above Rs.5000,40 - 60,4 - Important,2,2,1,Never,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Neutral,2,3,2,2,3,3,3,2,3,Unclean seating areas,Just right,Never,I didn't like the taste,Neutral,2,3,3,3,2,3,2,3,3,Don & son’s shop󠇯,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Gym Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Gym Canteen,Staff Canteen,3,3,2,3,2,3,2,3,3
Female,Third Year,Campus Hostels,Frequently,Less than Rs.2000,80 - 100,3 - Moderately important,5,2,2,Never,1 - Not Convenient,None,5 - Very important,Neutral,4,4,4,3,3,4,4,4,4,Other,Just right,Sometimes,I didn't like the taste,Neutral,4,4,4,3,4,4,4,4,4,Base canteen󠇯,Daily,Frequently,Frequently,Occasionally,Never,Rarely,Rarely,Frequently,Occasionally,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,3,4,3,3,3,3,3,3
Male,Third Year,Campus Hostels,Daily,Rs.3000 - Rs.4000,60 - 80,4 - Important,2,2,1,Never,1 - Not Convenient,Meal subscription plans;Discounts or rewards for digital payments,4 - Convenient,Very Dissatisfied,2,2,2,2,2,4,4,4,4,Unclean equipment,Much too small,Rarely,I didn't like the taste,Agree,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Frequently,Occasionally,Rarely,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Base Canteen,Gym Canteen,Hela Bojun Hala,Hela Bojun Hala,Kiri Hala,Gym Canteen,3,3,3,3,3,3,3,3,3
Female,First Year,Bording/Apartment,Daily,Less than Rs.2000,40 - 60,4 - Important,1,3,2,Never,2 - Slightly Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Neutral,1,3,3,3,3,3,3,3,3,Lack of waste disposal bins,Slightly too small,Rarely,The food was not fresh,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Rarely,Never,Frequently,Frequently,Rarely,Frequently,Frequently,Rarely,Frequently,Staff Canteen,Base Canteen,Juice Bar I (in Gym),Staff Canteen,Juice Bar I (in Gym),Staff Canteen,3,3,3,3,3,3,3,3,3
Female,Second Year,Bording/Apartment,Daily,Less than Rs.2000,80 - 100,3 - Moderately important,1,3,3,Never,1 - Not Convenient,None,5 - Very important,Neutral,1,3,5,5,4,5,5,3,4,Poor food handling practices,Much too small,Sometimes,The food was not fresh,Neutral,4,3,1,2,2,4,4,4,4,Base canteen󠇯,Daily,Frequently,Rarely,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Rarely,Base Canteen,Gym Canteen,Base Canteen,Base Canteen,Base Canteen,Gym Canteen,4,3,1,2,2,2,2,3,2
Female,Third Year,Campus Hostels,Occasionally,Rs.4000 - Rs.5000,60 - 80,3 - Moderately important,4,3,3,Occasionally,3 - Moderately Convenient,Meal subscription plans;Discounts or rewards for digital payments,3 - Moderately important,Neutral,3,3,3,3,3,3,3,3,3,Unclean equipment,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Male,Third Year,Bording/Apartment,Daily,Rs.2000 - Rs.3000,60 - 80,3 - Moderately important,2,2,3,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,2,4,3,4,3,4,4,4,Poor food handling practices,Just right,Rarely,I didn't like the taste,Agree,4,2,3,3,4,3,4,4,4,Base canteen󠇯,Daily,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Base Canteen,Gym Canteen,Base Canteen,Base Canteen,Juice Bar I (in Gym),Gym Canteen,2,3,3,3,3,3,3,3,3
Male,Third Year,Bording/Apartment,Daily,Less than Rs.2000,60 - 80,3 - Moderately important,4,2,2,Never,1 - Not Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Satisfied,4,3,3,4,4,4,4,4,4,Unclean seating areas,Slightly too small,Rarely,I didn't like the taste,Agree,4,3,4,3,4,4,4,4,4,Base canteen󠇯,Frequently,Occasionally,Rarely,Occasionally,Rarely,Rarely,Rarely,Occasionally,Occasionally,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Staff Canteen,Gym Canteen,4,3,4,3,3,3,3,3,3
Female,Third Year,At Home,Frequently,Above Rs.5000,40 - 60,5 - Very important,2,2,4,Occasionally,3 - Moderately Convenient,Meal subscription plans,5 - Very important,Neutral,3,3,3,3,4,4,3,4,4,Unclean equipment,Just right,Sometimes,I didn't like the taste,Agree,3,3,3,3,3,3,3,3,3,Juice Bar I (in Gym)󠇯,Frequently,Frequently,Frequently,Frequently,Occasionally,Rarely,Frequently,Frequently,Frequently,Hela Bojun Hala,Base Canteen,Staff Canteen,Don & Son's shop,Juice Bar I (in Gym),Staff Canteen,3,3,3,3,4,4,3,4,4
